Internal_Reference,Product_Name,Display_Name,Product_Template,Sales_Price,Cost,Category,Product_Type,Sales_UoM,Purchase_UoM,Active,Barcode,Sales_Description,Purchase_Description,Tracking,Quantity_On_Hand,Forecasted_Quantity,Weight,Volume
89840-00,"Trimble R10 Accessory - Rechargeable Battery (7.4V, 3700 mAh, 27.3 Wh)","[89840-00] Trimble R10 Accessory - Rechargeable Battery (7.4V, 3700 mAh, 27.3 Wh)","[89840-00] Trimble R10 Accessory - Rechargeable Battery (7.4V, 3700 mAh, 27.3 Wh)",1.0,144.88,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
89845-00,Trimble R10 Accessory - Quick Release Adapter (0.05m),[89845-00] Trimble R10 Accessory - Quick Release Adapter (0.05m),[89845-00] Trimble R10 Accessory - Quick Release Adapter (0.05m),1.0,175.5,All,consu,Units,Units,True,False,False,False,serial,6.0,6.0,0.0,0.0
89846-00,Trimble R10 Accessory - Base Station Extension (0.15m) with Height Measurement Lever,[89846-00] Trimble R10 Accessory - Base Station Extension (0.15m) with Height Measurement Lever,[89846-00] Trimble R10 Accessory - Base Station Extension (0.15m) with Height Measurement Lever,1.0,107.25,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
89854-00,"Trimble R10 Accessory - UHF Radio Antenna with SMA Connector (410-470 MHz, 0 dB)","[89854-00] Trimble R10 Accessory - UHF Radio Antenna with SMA Connector (410-470 MHz, 0 dB)","[89854-00] Trimble R10 Accessory - UHF Radio Antenna with SMA Connector (410-470 MHz, 0 dB)",1.0,49.0,All,consu,Units,Units,True,False,False,False,serial,4.0,4.0,0.0,0.0
89856-00-62,"Trimble R10 Accessory - Remote UHF Radio Antenna (410-430 MHz, 5 dB), 5m Cable, SMA Connector, Pouch","[89856-00-62] Trimble R10 Accessory - Remote UHF Radio Antenna (410-430 MHz, 5 dB), 5m Cable, SMA Connector, Pouch","[89856-00-62] Trimble R10 Accessory - Remote UHF Radio Antenna (410-430 MHz, 5 dB), 5m Cable, SMA Connector, Pouch",1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
89864-00,"Trimble R10 Accessory - Ext. Battery Cable Set (7P Lemo to SAE, 0.6m / SAE to Battery Clips, 1.8m)","[89864-00] Trimble R10 Accessory - Ext. Battery Cable Set (7P Lemo to SAE, 0.6m / SAE to Battery Clips, 1.8m)","[89864-00] Trimble R10 Accessory - Ext. Battery Cable Set (7P Lemo to SAE, 0.6m / SAE to Battery Clips, 1.8m)",1.0,88.0,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
90553-TR-SUR,Tripod - Dual Clamp Tri-Max with Trimble Logos (for Survey),[90553-TR-SUR] Tripod - Dual Clamp Tri-Max with Trimble Logos (for Survey),[90553-TR-SUR] Tripod - Dual Clamp Tri-Max with Trimble Logos (for Survey),1.0,287.5,All,consu,Units,Units,True,False,False,False,serial,6.0,6.0,0.0,0.0
99511-30,"BPack,Li-Ion,INDUS,3S2P,10.8V,6500mAHr,124x74x24.8mm","[99511-30] BPack,Li-Ion,INDUS,3S2P,10.8V,6500mAHr,124x74x24.8mm","[99511-30] BPack,Li-Ion,INDUS,3S2P,10.8V,6500mAHr,124x74x24.8mm",0.0,126.0,All,consu,Units,Units,True,False,False,False,serial,2.0,2.0,0.0,0.0
C520100,"Trimble C5 2"" Total Station, w/Trimble Access, Optical Plummet","[C520100] Trimble C5 2"" Total Station, w/Trimble Access, Optical Plummet","[C520100] Trimble C5 2"" Total Station, w/Trimble Access, Optical Plummet",1.0,4212.5,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
C530100,"Trimble C5 3"" Total Station, w/Trimble Access, Optical Plummet","[C530100] Trimble C5 3"" Total Station, w/Trimble Access, Optical Plummet","[C530100] Trimble C5 3"" Total Station, w/Trimble Access, Optical Plummet",1.0,3965.0,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
C550100,"Trimble C5 5"" Total Station, w/Trimble Access, Optical Plummet","[C550100] Trimble C5 5"" Total Station, w/Trimble Access, Optical Plummet","[C550100] Trimble C5 5"" Total Station, w/Trimble Access, Optical Plummet",1.0,3715.0,All,consu,Units,Units,True,False,False,False,serial,2.0,2.0,0.0,0.0
COMM,Communication,[COMM] Communication,[COMM] Communication,1.0,0.0,All,service,km,km,True,False,False,False,none,0.0,0.0,0.0,0.0
Delivery_007,Standard delivery,[Delivery_007] Standard delivery,[Delivery_007] Standard delivery,0.0,0.0,All / Deliveries,service,Units,Units,True,False,False,False,none,0.0,0.0,0.0,0.0
EWLS-PERS-STOCK,TPP - Software - Perspective (12 month expiration),[EWLS-PERS-STOCK] TPP - Software - Perspective (12 month expiration),[EWLS-PERS-STOCK] TPP - Software - Perspective (12 month expiration),1.0,363.0,All,consu,Units,Units,True,False,False,False,serial,2.0,2.0,0.0,0.0
EWLS-R12-STOCK,TPP - Hardware - Trimble R12 or R12i Receiver (12 month expiration),[EWLS-R12-STOCK] TPP - Hardware - Trimble R12 or R12i Receiver (12 month expiration),[EWLS-R12-STOCK] TPP - Hardware - Trimble R12 or R12i Receiver (12 month expiration),1.0,0.0,All,service,Hours,Hours,True,False,False,False,serial,0.0,0.0,0.0,0.0
EWLS-R980-STOCK,TPP - Hardware - R980 GNSS Receiver (12m expiration),[EWLS-R980-STOCK] TPP - Hardware - R980 GNSS Receiver (12m expiration),[EWLS-R980-STOCK] TPP - Hardware - R980 GNSS Receiver (12m expiration),1.0,0.0,All,service,Hours,Hours,True,False,False,False,none,0.0,0.0,0.0,0.0
EWLS-STS,TPP - Hardware - SX10 Scanning Total Station w/ Calibration,[EWLS-STS] TPP - Hardware - SX10 Scanning Total Station w/ Calibration,[EWLS-STS] TPP - Hardware - SX10 Scanning Total Station w/ Calibration,1.0,0.0,All,service,Hours,Hours,True,False,False,False,none,0.0,0.0,0.0,0.0
EWLS-SX12-STOCK,TPP - Hardware - SX12 Scanning Total Station w/Calibration (12m expiration),[EWLS-SX12-STOCK] TPP - Hardware - SX12 Scanning Total Station w/Calibration (12m expiration),[EWLS-SX12-STOCK] TPP - Hardware - SX12 Scanning Total Station w/Calibration (12m expiration),1.0,1863.75,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
EWLS-SX12-STOCK,TPP - Hardware - SX12 Scanning Total Station w/Calibration (12m expiration) ,[EWLS-SX12-STOCK] TPP - Hardware - SX12 Scanning Total Station w/Calibration (12m expiration) ,[EWLS-SX12-STOCK] TPP - Hardware - SX12 Scanning Total Station w/Calibration (12m expiration) ,1.0,0.0,All,service,Hours,Hours,True,False,False,False,none,0.0,0.0,0.0,0.0
EWLS-TA-STOCK,TPP - Software Maintenance - Trimble Access (12 month expiration),[EWLS-TA-STOCK] TPP - Software Maintenance - Trimble Access (12 month expiration),[EWLS-TA-STOCK] TPP - Software Maintenance - Trimble Access (12 month expiration),1.0,0.0,All,service,Hours,Hours,True,False,False,False,none,0.0,0.0,0.0,0.0
EWLS-TAB-STOCK,"TPP - Hardware - T100, T10x, or T7 Tablet (12m expiration)","[EWLS-TAB-STOCK] TPP - Hardware - T100, T10x, or T7 Tablet (12m expiration)","[EWLS-TAB-STOCK] TPP - Hardware - T100, T10x, or T7 Tablet (12m expiration)",1.0,231.25,All,consu,Units,Units,True,False,False,False,serial,3.0,3.0,0.0,0.0
EWLS-TSC-STOCK,TPP - Hardware - TSC5 or TSC7 Data Collector (12m expiration),[EWLS-TSC-STOCK] TPP - Hardware - TSC5 or TSC7 Data Collector (12m expiration),[EWLS-TSC-STOCK] TPP - Hardware - TSC5 or TSC7 Data Collector (12m expiration),1.0,0.0,All,service,Hours,Hours,True,False,False,False,none,0.0,0.0,0.0,0.0
EWLS-X7,"TPP - Hardware - X7 Scanner (self-calibrates, no calibration included)","[EWLS-X7] TPP - Hardware - X7 Scanner (self-calibrates, no calibration included)","[EWLS-X7] TPP - Hardware - X7 Scanner (self-calibrates, no calibration included)",1.0,1273.25,All,consu,Units,Units,True,False,False,False,serial,2.0,2.0,0.0,0.0
EXP_GEN,Expenses,[EXP_GEN] Expenses,[EXP_GEN] Expenses,1.0,0.0,All / Expenses,service,Units,Units,True,False,False,False,none,0.0,0.0,0.0,0.0
FOOD,Meals,[FOOD] Meals,[FOOD] Meals,1.0,0.0,All,service,Units,Units,True,False,False,False,none,0.0,0.0,0.0,0.0
GIFT,Gifts,[GIFT] Gifts,[GIFT] Gifts,1.0,0.0,All,service,km,km,True,False,False,False,none,0.0,0.0,0.0,0.0
HXE21214,"Data Cable - Serial to Nikon, X-Series, Trimble C-Series","[HXE21214] Data Cable - Serial to Nikon, X-Series, Trimble C-Series","[HXE21214] Data Cable - Serial to Nikon, X-Series, Trimble C-Series",1.0,37.0,All,consu,Units,Units,True,False,False,False,serial,4.0,4.0,0.0,0.0
LS-ACC-ANC-MON,"Kit of 3 anchor rods and 3 chemical capsules. M8, 110 mm length, nuts and washers included.","[LS-ACC-ANC-MON] Kit of 3 anchor rods and 3 chemical capsules. M8, 110 mm length, nuts and washers included.","[LS-ACC-ANC-MON] Kit of 3 anchor rods and 3 chemical capsules. M8, 110 mm length, nuts and washers included.",1.0,12.5,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
LS-ACC-IN15-HP-MON,Horizontal surface mounting plate. Options for attaching: Fasteners or glue.,[LS-ACC-IN15-HP-MON] Horizontal surface mounting plate. Options for attaching: Fasteners or glue.,[LS-ACC-IN15-HP-MON] Horizontal surface mounting plate. Options for attaching: Fasteners or glue.,1.0,20.5,All,consu,Units,Units,True,False,False,False,serial,3.0,3.0,0.0,0.0
LS-ACC-IN15-VP-MON,Wireless tiltmeter vertical mounting plate (aluminium).,[LS-ACC-IN15-VP-MON] Wireless tiltmeter vertical mounting plate (aluminium).,[LS-ACC-IN15-VP-MON] Wireless tiltmeter vertical mounting plate (aluminium).,1.0,20.5,All,consu,Units,Units,True,False,False,False,serial,2.0,2.0,0.0,0.0
LS-ACC-SUPGW-03-MON,"Vertical Omni-Directional Outdoor Antenna Kit, 3 dBi, 915/923 MHz, 30 cm length","[LS-ACC-SUPGW-03-MON] Vertical Omni-Directional Outdoor Antenna Kit, 3 dBi, 915/923 MHz, 30 cm length","[LS-ACC-SUPGW-03-MON] Vertical Omni-Directional Outdoor Antenna Kit, 3 dBi, 915/923 MHz, 30 cm length",1.0,66.5,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
LS-G6-KIO-GW-923-MON,"Gateway 923 MHz, 4G module and internal 2.6 dBi antenna. Includes antenna (Asia Pacific and LATAM)","[LS-G6-KIO-GW-923-MON] Gateway 923 MHz, 4G module and internal 2.6 dBi antenna. Includes antenna (Asia Pacific and LATAM)","[LS-G6-KIO-GW-923-MON] Gateway 923 MHz, 4G module and internal 2.6 dBi antenna. Includes antenna (Asia Pacific and LATAM)",1.0,1760.0,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
LS-G6-LAS-TIL90-MON,Loadsensing LS-G6 laser-distance and tilt node,[LS-G6-LAS-TIL90-MON] Loadsensing LS-G6 laser-distance and tilt node,[LS-G6-LAS-TIL90-MON] Loadsensing LS-G6 laser-distance and tilt node,1.0,712.5,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
LS-G6-TIL90-I-MON,"Loadsensing LS-G6, Triaxial Tiltmeter Sensor, Wireless communication with Internal antenna","[LS-G6-TIL90-I-MON] Loadsensing LS-G6, Triaxial Tiltmeter Sensor, Wireless communication with Internal antenna","[LS-G6-TIL90-I-MON] Loadsensing LS-G6, Triaxial Tiltmeter Sensor, Wireless communication with Internal antenna",1.0,415.0,All,consu,Units,Units,True,False,False,False,serial,4.0,4.0,0.0,0.0
MIL,Mileage,[MIL] Mileage,[MIL] Mileage,1.0,1.0,All,service,km,km,True,False,False,False,none,0.0,0.0,0.0,0.0
MPS865-30-MON,"Kit - Monitoring, GNSS, MPS865, 4G, No Radio, with 2x Z3R Antenna (Pre-Configured) (one Z3R Delivered to Region 5)","[MPS865-30-MON] Kit - Monitoring, GNSS, MPS865, 4G, No Radio, with 2x Z3R Antenna (Pre-Configured) (one Z3R Delivered to Region 5)","[MPS865-30-MON] Kit - Monitoring, GNSS, MPS865, 4G, No Radio, with 2x Z3R Antenna (Pre-Configured) (one Z3R Delivered to Region 5)",1.0,6497.5,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
R750-101-60,"Trimble R750, Model 60, Receiver Kit, Geospatial","[R750-101-60] Trimble R750, Model 60, Receiver Kit, Geospatial","[R750-101-60] Trimble R750, Model 60, Receiver Kit, Geospatial",1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
R750-CFG-001-41,Trimble R750 Configuration Level - Base mode,[R750-CFG-001-41] Trimble R750 Configuration Level - Base mode,[R750-CFG-001-41] Trimble R750 Configuration Level - Base mode,1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
R750-OPT-001-26,Trimble R750 Option - BeiDou,[R750-OPT-001-26] Trimble R750 Option - BeiDou,[R750-OPT-001-26] Trimble R750 Option - BeiDou,1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
R750-OPT-001-27,Trimble R750 Option - Galileo,[R750-OPT-001-27] Trimble R750 Option - Galileo,[R750-OPT-001-27] Trimble R750 Option - Galileo,1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
R750-OPT-001-32,Trimble R750 Option - Trimble Data Collector support,[R750-OPT-001-32] Trimble R750 Option - Trimble Data Collector support,[R750-OPT-001-32] Trimble R750 Option - Trimble Data Collector support,1.0,360.75,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
R780-101-60,"GNSS Receiver - R780, 403-473 MHz Radio, Geospatial, with accessories","[R780-101-60] GNSS Receiver - R780, 403-473 MHz Radio, Geospatial, with accessories","[R780-101-60] GNSS Receiver - R780, 403-473 MHz Radio, Geospatial, with accessories",1.0,3160.0,All,consu,Units,Units,True,False,False,False,serial,10.0,10.0,0.0,0.0
R780-102-50,"Trimble R780-2, Model 50","[R780-102-50] Trimble R780-2, Model 50","[R780-102-50] Trimble R780-2, Model 50",1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
R780-2-ROV,Trimble R780-2 Configuration Level - Rover Mode,[R780-2-ROV] Trimble R780-2 Configuration Level - Rover Mode,[R780-2-ROV] Trimble R780-2 Configuration Level - Rover Mode,1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
R780-CFG-001-41,Trimble R780 Configuration Level - Base mode,[R780-CFG-001-41] Trimble R780 Configuration Level - Base mode,[R780-CFG-001-41] Trimble R780 Configuration Level - Base mode,1.0,1785.0,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
R780-CFG-001-42,Trimble R780 Configuration Level - Rover / Network Rover mode,[R780-CFG-001-42] Trimble R780 Configuration Level - Rover / Network Rover mode,[R780-CFG-001-42] Trimble R780 Configuration Level - Rover / Network Rover mode,1.0,2951.0,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
R780-OPT-001-26,Trimble R780 Option - BeiDou,[R780-OPT-001-26] Trimble R780 Option - BeiDou,[R780-OPT-001-26] Trimble R780 Option - BeiDou,1.0,216.0,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
R780-OPT-001-27,Trimble R780 Option - Galileo,[R780-OPT-001-27] Trimble R780 Option - Galileo,[R780-OPT-001-27] Trimble R780 Option - Galileo,1.0,216.0,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
R780-OPT-001-51,Trimble R780 Option - NMEA outputs,[R780-OPT-001-51] Trimble R780 Option - NMEA outputs,[R780-OPT-001-51] Trimble R780 Option - NMEA outputs,1.0,56.0,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
R980-101-50-01,"Trimble R980, Model 50, ROW","[R980-101-50-01] Trimble R980, Model 50, ROW","[R980-101-50-01] Trimble R980, Model 50, ROW",1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
R980-BRO,Trimble R980 Configuration Level - Base and Rover Mode,[R980-BRO] Trimble R980 Configuration Level - Base and Rover Mode,[R980-BRO] Trimble R980 Configuration Level - Base and Rover Mode,1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
SETTOPM1CAB_BIG-MON,Settop M1 Cabinet (LARGE),[SETTOPM1CAB_BIG-MON] Settop M1 Cabinet (LARGE),[SETTOPM1CAB_BIG-MON] Settop M1 Cabinet (LARGE),1.0,275.0,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
SLSU-S2018-3,Trimble Geospatial Accessories - Robotic Power Kit (Power supply not included),[SLSU-S2018-3] Trimble Geospatial Accessories - Robotic Power Kit (Power supply not included),[SLSU-S2018-3] Trimble Geospatial Accessories - Robotic Power Kit (Power supply not included),1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
SX-BP-01,Trimble SX Backpack,[SX-BP-01] Trimble SX Backpack,[SX-BP-01] Trimble SX Backpack,1.0,333.38,All,consu,Units,Units,True,False,False,False,serial,8.0,8.0,0.0,0.0
SX12-CFG-20,Configuration - Trimble SX12 - Standard and Laser Pointer,[SX12-CFG-20] Configuration - Trimble SX12 - Standard and Laser Pointer,[SX12-CFG-20] Configuration - Trimble SX12 - Standard and Laser Pointer,1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
SX12-HW-00,"Instrument - Trimble SX12 1""","[SX12-HW-00] Instrument - Trimble SX12 1""","[SX12-HW-00] Instrument - Trimble SX12 1""",1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
TA-GENGNSS-YR-00,Trimble Access - GNSS Only General Survey; per year subscription,[TA-GENGNSS-YR-00] Trimble Access - GNSS Only General Survey; per year subscription,[TA-GENGNSS-YR-00] Trimble Access - GNSS Only General Survey; per year subscription,995.0,696.5,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
TA-GENSURV-GNSS-P,Trimble Access GNSS - General Survey; Perpetual License,[TA-GENSURV-GNSS-P] Trimble Access GNSS - General Survey; Perpetual License,[TA-GENSURV-GNSS-P] Trimble Access GNSS - General Survey; Perpetual License,1.0,736.0,All,consu,Units,Units,True,False,False,False,serial,5.0,5.0,0.0,0.0
TA-GENSURV-P,Trimble Access - General Survey; Perpetual License,[TA-GENSURV-P] Trimble Access - General Survey; Perpetual License,[TA-GENSURV-P] Trimble Access - General Survey; Perpetual License,1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
TA-GNSSCAT-YR-00,Trimble Access GNSS only with Catalyst Survey,[TA-GNSSCAT-YR-00] Trimble Access GNSS only with Catalyst Survey,[TA-GNSSCAT-YR-00] Trimble Access GNSS only with Catalyst Survey,1.0,679.7,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
TBC-ADV-RNST-STOCK,TPP - Software Maintenance - Survey Trimble Business Center Advanced RNST (12 month expiration),[TBC-ADV-RNST-STOCK] TPP - Software Maintenance - Survey Trimble Business Center Advanced RNST (12 month expiration),[TBC-ADV-RNST-STOCK] TPP - Software Maintenance - Survey Trimble Business Center Advanced RNST (12 month expiration),1395.0,976.5,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
TBC-EDU-ALL-00,TBC TUPP Education Program - 10-seat Software Key License,[TBC-EDU-ALL-00] TBC TUPP Education Program - 10-seat Software Key License,[TBC-EDU-ALL-00] TBC TUPP Education Program - 10-seat Software Key License,1.0,787.5,All,consu,Units,Units,True,False,False,False,serial,2.0,2.0,0.0,0.0
TBC-SAM-YR-00-G,"Trimble Business Center Survey and Mapping - Annually, Per Seat","[TBC-SAM-YR-00-G] Trimble Business Center Survey and Mapping - Annually, Per Seat","[TBC-SAM-YR-00-G] Trimble Business Center Survey and Mapping - Annually, Per Seat",1.0,1198.0,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
TCU5-00-TA,TCU5 with Trimble Access,[TCU5-00-TA] TCU5 with Trimble Access,[TCU5-00-TA] TCU5 with Trimble Access,1.0,2360.0,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
TDL450B-HE-GEO,TDL450B Radio with PC and power cables for hot environments,[TDL450B-HE-GEO] TDL450B Radio with PC and power cables for hot environments,[TDL450B-HE-GEO] TDL450B Radio with PC and power cables for hot environments,1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
TRANS & ACC,Travel & Accommodation,[TRANS & ACC] Travel & Accommodation,[TRANS & ACC] Travel & Accommodation,1.0,0.0,All,service,Units,Units,True,False,False,False,none,0.0,0.0,0.0,0.0
TRW-452-01-D,TRW SOFTWARE - ADVANCED-PLANT (DEALER DEMO - DONGLE LIC),[TRW-452-01-D] TRW SOFTWARE - ADVANCED-PLANT (DEALER DEMO - DONGLE LIC),[TRW-452-01-D] TRW SOFTWARE - ADVANCED-PLANT (DEALER DEMO - DONGLE LIC),1.0,300.0,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
TSC7-2-1211-00,"Trimble TSC7 controller V2- QWERTY keypad, USB/Serial boot, APAC/ROW region, Standalone","[TSC7-2-1211-00] Trimble TSC7 controller V2- QWERTY keypad, USB/Serial boot, APAC/ROW region, Standalone","[TSC7-2-1211-00] Trimble TSC7 controller V2- QWERTY keypad, USB/Serial boot, APAC/ROW region, Standalone",1.0,0.0,All,consu,Units,Units,True,False,False,False,serial,0.0,0.0,0.0,0.0
X9-100-00-T100,Trimble X9 Kit with T100 Tablet (Worldwide),[X9-100-00-T100] Trimble X9 Kit with T100 Tablet (Worldwide),[X9-100-00-T100] Trimble X9 Kit with T100 Tablet (Worldwide),1.0,37625.25,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
False,Field Service,Field Service,Field Service,100.0,0.0,All,service,Hours,Hours,True,False,False,False,none,0.0,0.0,0.0,0.0
False,Service on Timesheets,Service on Timesheets,Service on Timesheets,40.0,0.0,All,service,Hours,Hours,True,False,False,False,none,0.0,0.0,0.0,0.0
False,TPP - Software Maintenance - Trimble Access Reinstatement (12 month expiration),TPP - Software Maintenance - Trimble Access Reinstatement (12 month expiration),TPP - Software Maintenance - Trimble Access Reinstatement (12 month expiration),895.0,626.5,All,consu,Units,Units,True,False,False,False,serial,1.0,1.0,0.0,0.0
False,"Trimble TSC7 controller - QWERTY keypad, USB/Serial boot, APAC region, Standalone","Trimble TSC7 controller - QWERTY keypad, USB/Serial boot, APAC region, Standalone","Trimble TSC7 controller - QWERTY keypad, USB/Serial boot, APAC region, Standalone",1.0,2567.5,All,consu,Units,Units,True,TSC7-1-1211-00,False,False,serial,2.0,2.0,0.0,0.0
False,tdl450,tdl450,tdl450,1.0,0.0,All,consu,Units,Units,True,False,False,False,none,0.0,0.0,0.0,0.0
